,filename,width,height,class,xmin,ymin,xmax,ymax
1306,45_ADP GETS US.pdf resized.jpg,765,990,table,563,303,697,853
1307,45_ADP GETS US.pdf resized.jpg,765,990,page_no,635,912,666,938
1308,46 resized.jpg,765,990,Description,41,469,436,584
1309,460 resized.jpg,765,990,opinion,71,303,156,330
1310,460 resized.jpg,765,990,opinion_type,224,348,306,368
1311,460 resized.jpg,765,990,Date_Report,69,815,227,853
1312,461 resized.jpg,765,990,opinion_type,226,350,309,368
1313,461 resized.jpg,765,990,opinion,74,306,148,330
1314,461 resized.jpg,765,990,Date_Report,69,813,239,848
1315,462 resized.jpg,765,990,Date_Report,76,833,271,866
1316,462 resized.jpg,765,990,opinion,83,306,148,328
1317,462 resized.jpg,765,990,opinion_type,226,348,309,365
1318,463 resized.jpg,765,990,Date_Report,69,830,227,869
1319,463 resized.jpg,765,990,opinion,80,304,147,330
1320,463 resized.jpg,765,990,opinion_type,224,348,310,368
1321,464 resized.jpg,765,990,opinion,80,306,153,328
1322,464 resized.jpg,765,990,opinion_type,226,350,306,371
1323,464 resized.jpg,765,990,Date_Report,80,831,236,877
1324,465 resized.jpg,765,990,Date_Report,74,828,250,871
1325,465 resized.jpg,765,990,opinion_type,222,350,310,369
1326,465 resized.jpg,765,990,opinion,80,306,150,330
1327,466 resized.jpg,765,990,Date_Report,72,816,226,856
1328,466 resized.jpg,765,990,opinion,79,307,144,328
1329,466 resized.jpg,765,990,opinion_type,224,350,307,366
1330,467 resized.jpg,765,990,opinion_type,221,348,313,369
1331,467 resized.jpg,765,990,opinion,72,309,145,330
1332,467 resized.jpg,765,990,Date_Report,76,816,235,862
1333,468 resized.jpg,765,990,Date_Report,59,815,222,856
1334,468 resized.jpg,765,990,opinion_type,224,350,309,371
1335,468 resized.jpg,765,990,opinion,79,306,145,331
1336,469 resized.jpg,765,990,opinion,72,304,165,331
1337,469 resized.jpg,765,990,opinion_type,224,348,307,369
1338,469 resized.jpg,765,990,Date_Report,71,813,210,847
1339,46_ADP GETS US.pdf resized.jpg,765,990,table,561,226,698,850
1340,46_ADP GETS US.pdf resized.jpg,765,990,page_no,632,912,666,943
1341,47 resized.jpg,765,990,Description,38,477,438,562
1342,470 resized.jpg,765,990,Date_Report,76,465,207,506
1343,471 resized.jpg,765,990,Date_Report,74,462,235,503
1344,472 resized.jpg,765,990,Date_Report,80,456,216,510
1345,473 resized.jpg,765,990,Date_Report,69,466,218,501
1346,474 resized.jpg,765,990,Date_Report,79,459,191,500
1347,475 resized.jpg,765,990,Date_Report,68,456,195,490
1348,476 resized.jpg,765,990,Date_Report,71,450,198,495
1349,477 resized.jpg,765,990,Date_Report,72,453,186,510
1350,478 resized.jpg,765,990,opinion,80,357,156,387
1351,478 resized.jpg,765,990,opinion_type,226,407,309,427
1352,478 resized.jpg,765,990,Date_Report,76,878,226,909
1353,479 resized.jpg,765,990,opinion,83,363,148,386
1354,479 resized.jpg,765,990,opinion_type,222,404,312,427
1355,479 resized.jpg,765,990,Date_Report,77,875,232,907
1356,47_ADP GETS US.pdf resized.jpg,765,990,page_no,629,912,661,938
1357,47_ADP GETS US.pdf resized.jpg,765,990,table,561,224,700,376
1358,47_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,so,61,123,323,153
1359,47_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,so_name,58,163,251,198
1360,47_ADP MAS eTime.pdf resized.jpg,765,990,so,61,120,315,150
1361,47_ADP MAS eTime.pdf resized.jpg,765,990,so_name,61,163,258,200
1362,48 resized.jpg,765,990,Description,54,466,477,580
1363,480 resized.jpg,765,990,Date_Report,65,871,224,906
1364,480 resized.jpg,765,990,opinion,82,363,153,387
1365,480 resized.jpg,765,990,opinion_type,226,404,309,425
1366,481 resized.jpg,765,990,opinion_type,224,407,312,424
1367,481 resized.jpg,765,990,opinion,77,362,145,387
1368,481 resized.jpg,765,990,Date_Report,68,877,235,910
1369,482 resized.jpg,765,990,Date_Report,69,869,250,913
1370,482 resized.jpg,765,990,opinion_type,222,403,307,428
1371,482 resized.jpg,765,990,opinion,82,360,148,390
1372,483 resized.jpg,765,990,opinion_type,224,406,310,427
1373,483 resized.jpg,765,990,opinion,72,359,144,390
1374,483 resized.jpg,765,990,Date_Report,77,874,251,900
1375,484 resized.jpg,765,990,Date_Report,79,875,230,904
1376,484 resized.jpg,765,990,opinion_type,222,406,310,422
1377,484 resized.jpg,765,990,opinion,85,362,147,387
1378,485 resized.jpg,765,990,Date_Report,77,874,253,913
1379,485 resized.jpg,765,990,opinion_type,222,404,309,425
1380,485 resized.jpg,765,990,opinion,76,365,151,389
1381,486 resized.jpg,765,990,opinion,79,308,162,332
1382,486 resized.jpg,765,990,opinion_type,226,348,309,368
1383,486 resized.jpg,765,990,Date_Report,76,816,235,859
1384,487 resized.jpg,765,990,Date_Report,72,815,230,845
1385,487 resized.jpg,765,990,opinion_type,224,348,313,371
1386,487 resized.jpg,765,990,opinion,76,307,154,330
1387,488 resized.jpg,765,990,opinion,71,304,160,328
1388,488 resized.jpg,765,990,opinion_type,222,347,309,368
1389,488 resized.jpg,765,990,Date_Report,68,818,230,851
1390,489 resized.jpg,765,990,Date_Report,79,812,230,844
1391,489 resized.jpg,765,990,opinion,82,303,154,330
1392,489 resized.jpg,765,990,opinion_type,224,348,316,366
1393,48_ADP GETS US.pdf resized.jpg,765,990,table,554,224,697,740
1394,48_ADP GETS US.pdf resized.jpg,765,990,page_no,634,912,666,938
1395,48_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,Functions,57,300,698,364
1396,48_ADP MAS eTime.pdf resized.jpg,765,990,Functions,55,300,689,361
1397,48_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,so_name,57,163,261,189
1398,48_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,so,61,116,314,152
1399,49 resized.jpg,765,990,Description,42,462,519,563
1400,490 resized.jpg,765,990,Date_Report,80,830,203,865
1401,490 resized.jpg,765,990,opinion,80,310,145,334
1402,490 resized.jpg,765,990,opinion_type,219,351,306,368
1403,491 resized.jpg,765,990,opinion,82,307,142,330
1404,491 resized.jpg,765,990,opinion_type,219,348,304,369
1405,491 resized.jpg,765,990,Date_Report,72,833,200,868
1406,492 resized.jpg,765,990,Date_Report,82,837,203,872
1407,492 resized.jpg,765,990,opinion_type,216,347,310,368
1408,492 resized.jpg,765,990,opinion,82,309,142,328
1409,493 resized.jpg,765,990,opinion,80,304,154,333
1410,493 resized.jpg,765,990,opinion_type,219,350,304,366
1411,493 resized.jpg,765,990,Date_Report,72,836,183,860
1412,494 resized.jpg,765,990,Date_Report,74,834,274,878
1413,494 resized.jpg,765,990,opinion,79,303,150,330
1414,494 resized.jpg,765,990,opinion_type,224,350,306,368
1415,495 resized.jpg,765,990,opinion_type,224,350,309,369
1416,495 resized.jpg,765,990,opinion,80,306,145,327
1417,495 resized.jpg,765,990,Date_Report,76,824,301,875
1418,496 resized.jpg,765,990,Date_Report,85,827,201,878
1419,496 resized.jpg,765,990,opinion,80,306,156,333
1420,496 resized.jpg,765,990,opinion_type,224,350,306,368
1421,497 resized.jpg,765,990,Date_Report,79,833,222,863
1422,497 resized.jpg,765,990,opinion_type,226,347,310,366
1423,497 resized.jpg,765,990,opinion,71,304,145,331
1424,498 resized.jpg,765,990,opinion,56,250,126,274
1425,498 resized.jpg,765,990,opinion_type,195,289,283,307
1426,498 resized.jpg,765,990,Date_Report,51,731,177,760
1427,499 resized.jpg,765,990,Date_Report,56,733,165,768
1428,499 resized.jpg,765,990,opinion_type,198,287,279,309
1429,499 resized.jpg,765,990,opinion,57,250,127,274
1430,49_ADP GETS US.pdf resized.jpg,765,990,table,558,186,697,623
1431,49_ADP GETS US.pdf resized.jpg,765,990,page_no,631,912,666,938
1432,49_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,Functions,54,263,705,329
1433,49_ADP TotalPay Services (1).pdf resized.jpg,765,990,so_name,57,172,268,196
1434,49_ADP TotalPay Services (1).pdf resized.jpg,765,990,so,54,124,317,158
1435,49_ADP TotalPay Services.pdf resized.jpg,765,990,so_name,58,169,280,207
1436,49_ADP TotalPay Services.pdf resized.jpg,765,990,so,58,129,328,158
1437,5 resized.jpg,765,990,Description,50,469,530,574
1438,50 resized.jpg,765,990,Description,53,468,532,568
1439,500 resized.jpg,765,990,opinion,60,245,129,271
1440,500 resized.jpg,765,990,opinion_type,197,290,279,310
1441,500 resized.jpg,765,990,Date_Report,54,727,209,769
1442,501 resized.jpg,765,990,Date_Report,45,733,171,766
1443,501 resized.jpg,765,990,opinion,51,247,130,272
1444,501 resized.jpg,765,990,opinion_type,198,287,283,310
1445,502 resized.jpg,765,990,Date_Report,68,830,222,863
1446,502 resized.jpg,765,990,opinion,82,306,150,328
1447,502 resized.jpg,765,990,opinion_type,221,350,309,368
1448,503 resized.jpg,765,990,opinion_type,224,348,310,368
1449,503 resized.jpg,765,990,opinion,80,306,145,331
1450,503 resized.jpg,765,990,Date_Report,76,834,251,865
1451,504 resized.jpg,765,990,Date_Report,76,833,235,872
1452,504 resized.jpg,765,990,opinion,74,304,154,330
1453,504 resized.jpg,765,990,opinion_type,224,347,307,366
1454,505 resized.jpg,765,990,Date_Report,71,824,222,865
1455,505 resized.jpg,765,990,opinion_type,226,347,306,369
1456,505 resized.jpg,765,990,opinion,76,298,153,333
1457,506 resized.jpg,765,990,opinion,80,324,157,348
1458,506 resized.jpg,765,990,opinion_type,218,381,307,407
1459,506 resized.jpg,765,990,Date_Report,62,872,195,912
1460,507 resized.jpg,765,990,Date_Report,79,872,206,901
1461,507 resized.jpg,765,990,opinion_type,221,384,304,406
1462,507 resized.jpg,765,990,opinion,79,321,172,351
1463,508 resized.jpg,765,990,opinion,77,324,153,350
1464,508 resized.jpg,765,990,opinion_type,219,377,307,410
1465,508 resized.jpg,765,990,Date_Report,74,872,189,907
1466,509 resized.jpg,765,990,Date_Report,66,869,224,904
1467,509 resized.jpg,765,990,opinion,80,324,153,353
1468,509 resized.jpg,765,990,opinion_type,221,381,304,404
1469,50_ADP GETS US.pdf resized.jpg,765,990,table,557,244,700,852
1470,50_ADP GETS US.pdf resized.jpg,765,990,page_no,621,909,668,940
1471,50_ADP MAS ezLaborManager.pdf resized.jpg,765,990,so_name,60,166,277,190
1472,50_ADP MAS ezLaborManager.pdf resized.jpg,765,990,so,58,115,329,156
1473,50_ADP TotalPay Services (1).pdf resized.jpg,765,990,Functions,48,324,699,390
1474,50_ADP TotalPay Services.pdf resized.jpg,765,990,Functions,60,322,711,388
1475,51 resized.jpg,765,990,Description,47,471,498,571
1476,510 resized.jpg,765,990,opinion,76,304,151,333
1477,510 resized.jpg,765,990,opinion_type,226,348,309,369
1478,510 resized.jpg,765,990,Date_Report,83,827,200,872
1479,511 resized.jpg,765,990,Date_Report,71,833,245,880
1480,511 resized.jpg,765,990,opinion_type,222,347,309,369
1481,511 resized.jpg,765,990,opinion,77,306,153,331
1482,512 resized.jpg,765,990,opinion,77,307,148,331
1483,512 resized.jpg,765,990,opinion_type,222,351,309,366
1484,512 resized.jpg,765,990,Date_Report,77,834,230,881
1485,513 resized.jpg,765,990,Date_Report,63,828,207,871
1486,513 resized.jpg,765,990,opinion_type,226,350,309,369
1487,513 resized.jpg,765,990,opinion,83,306,147,330
1488,514 resized.jpg,765,990,opinion,80,304,157,331
1489,514 resized.jpg,765,990,opinion_type,222,348,312,369
1490,514 resized.jpg,765,990,Date_Report,74,825,253,866
1491,515 resized.jpg,765,990,Date_Report,68,830,239,865
1492,515 resized.jpg,765,990,opinion_type,223,348,307,369
1493,515 resized.jpg,765,990,opinion,82,304,147,330
1494,516 resized.jpg,765,990,opinion_type,224,350,313,368
1495,516 resized.jpg,765,990,opinion,80,307,145,330
1496,516 resized.jpg,765,990,Date_Report,77,830,222,863
1497,517 resized.jpg,765,990,Date_Report,72,831,233,868
1498,517 resized.jpg,765,990,opinion_type,224,348,309,372
1499,517 resized.jpg,765,990,opinion,74,304,150,330
1500,518 resized.jpg,765,990,opinion,69,295,162,324
1501,518 resized.jpg,765,990,opinion_type,218,339,303,365
1502,518 resized.jpg,765,990,Date_Report,80,809,212,850
1503,519 resized.jpg,765,990,Date_Report,54,813,195,853
1504,519 resized.jpg,765,990,opinion_type,218,340,307,360
1505,519 resized.jpg,765,990,opinion,72,297,147,322
1506,51_ADP GETS US.pdf resized.jpg,765,990,page_no,634,912,668,944
1507,51_ADP GETS US.pdf resized.jpg,765,990,table,555,204,698,856
1508,51_ADP MAS ezLaborManager.pdf resized.jpg,765,990,Functions,50,258,701,324
1509,52 resized.jpg,765,990,Description,50,465,545,569
1510,520 resized.jpg,765,990,opinion_type,219,339,306,360
1511,520 resized.jpg,765,990,opinion,82,301,150,321
1512,520 resized.jpg,765,990,Date_Report,69,812,197,842
1513,521 resized.jpg,765,990,Date_Report,74,812,209,842
1514,521 resized.jpg,765,990,opinion,79,297,157,319
1515,521 resized.jpg,765,990,opinion_type,218,339,303,360
1516,522 resized.jpg,765,990,tabel,556,230,695,707
1517,522 resized.jpg,765,990,page_no,638,934,666,966
1518,523 resized.jpg,765,990,page_no,630,912,662,940
1519,523 resized.jpg,765,990,tabel,557,183,695,698
1520,524 resized.jpg,765,990,page_no,638,934,663,963
1521,524 resized.jpg,765,990,tabel,551,224,697,760
1522,525 resized.jpg,765,990,page_no,630,937,674,962
1523,525 resized.jpg,765,990,tabel,553,225,698,757
1524,526 resized.jpg,765,990,tabel,566,242,712,695
1525,526 resized.jpg,765,990,page_no,635,912,662,940
1526,527 resized.jpg,765,990,so_name,48,162,268,190
1527,527 resized.jpg,765,990,so,54,119,327,150
1528,528 resized.jpg,765,990,so,53,121,347,156
1529,528 resized.jpg,765,990,so_name,57,160,272,197
1530,529 resized.jpg,765,990,so_name,57,162,251,195
1531,529 resized.jpg,765,990,so,54,116,313,160
1532,52_ADP GETS US.pdf resized.jpg,765,990,table,555,204,701,435
1533,52_ADP GETS US.pdf resized.jpg,765,990,page_no,628,909,666,941
1534,53 resized.jpg,765,990,Description,44,472,518,622
1535,530 resized.jpg,765,990,so,59,122,321,156
1536,530 resized.jpg,765,990,so_name,57,156,266,197
1537,531 resized.jpg,765,990,so_name,60,166,292,195
1538,531 resized.jpg,765,990,so,56,116,326,154
1539,532 resized.jpg,765,990,so,60,127,326,156
1540,532 resized.jpg,765,990,so_name,62,156,262,198
1541,533 resized.jpg,765,990,so_name,53,166,269,197
1542,533 resized.jpg,765,990,so,60,122,329,166
1543,534 resized.jpg,765,990,so,45,119,330,153
1544,534 resized.jpg,765,990,so_name,48,159,269,197
1545,535 resized.jpg,765,990,page_no,633,931,669,962
1546,535 resized.jpg,765,990,tabel,554,189,700,706
1547,536 resized.jpg,765,990,tabel,556,181,698,639
1548,536 resized.jpg,765,990,page_no,632,910,669,947
1549,537 resized.jpg,765,990,tabel,551,187,698,495
1550,537 resized.jpg,765,990,page_no,632,930,671,963
1551,538 resized.jpg,765,990,tabel,551,184,694,490
1552,538 resized.jpg,765,990,page_no,632,931,660,962
1553,539 resized.jpg,765,990,tabel,569,192,710,421
1554,539 resized.jpg,765,990,page_no,635,915,668,942
1555,53_ADP GETS US.pdf resized.jpg,765,990,page_no,635,913,663,943
1556,53_ADP GETS US.pdf resized.jpg,765,990,table,555,206,698,853
1557,54 resized.jpg,765,990,Description,45,471,509,615
1558,540 resized.jpg,765,990,Functions,48,312,705,396
1559,541 resized.jpg,765,990,Functions,47,311,704,395
1560,542 resized.jpg,765,990,Functions,49,314,706,398
1561,543 resized.jpg,765,990,Functions,47,312,704,387
1562,544 resized.jpg,765,990,Functions,68,315,725,390
1563,545 resized.jpg,765,990,Functions,46,310,703,385
1564,546 resized.jpg,765,990,Functions,44,317,701,392
1565,547 resized.jpg,765,990,Functions,57,317,714,392
1566,548 resized.jpg,765,990,page_no,638,935,666,961
1567,548 resized.jpg,765,990,tabel,557,192,698,649
1568,549 resized.jpg,765,990,page_no,636,933,663,966
1569,549 resized.jpg,765,990,tabel,550,244,697,851
1570,54_ADP GETS US.pdf resized.jpg,765,990,table,557,207,697,852
1571,54_ADP GETS US.pdf resized.jpg,765,990,page_no,632,909,666,946
1572,55 resized.jpg,765,990,Description,47,468,500,633
1573,550 resized.jpg,765,990,tabel,548,244,698,850
1574,550 resized.jpg,765,990,page_no,627,928,669,963
1575,551 resized.jpg,765,990,page_no,637,915,661,938
1576,551 resized.jpg,765,990,tabel,569,287,715,763
1577,552 resized.jpg,765,990,tabel,552,264,695,478
1578,552 resized.jpg,765,990,page_no,635,913,669,936
1579,553 resized.jpg,765,990,tabel,550,265,695,474
1580,553 resized.jpg,765,990,page_no,633,931,662,957
1581,554 resized.jpg,765,990,page_no,636,915,671,940
1582,554 resized.jpg,765,990,tabel,551,284,695,797
1583,555 resized.jpg,765,990,page_no,632,933,666,959
1584,555 resized.jpg,765,990,tabel,551,286,700,798
1585,556 resized.jpg,765,990,page_no,635,933,666,956
1586,556 resized.jpg,765,990,tabel,553,204,697,812
1587,557 resized.jpg,765,990,tabel,551,204,697,815
1588,557 resized.jpg,765,990,page_no,633,927,659,963
1589,558 resized.jpg,765,990,page_no,635,913,662,940
1590,558 resized.jpg,765,990,tabel,568,209,713,860
1591,559 resized.jpg,765,990,page_no,627,909,662,944
1592,559 resized.jpg,765,990,tabel,579,266,713,851
1593,55_ADP GETS US.pdf resized.jpg,765,990,table,555,209,697,833
1594,55_ADP GETS US.pdf resized.jpg,765,990,page_no,634,910,661,947
1595,55_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,table,560,266,698,533
1596,55_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,632,913,666,943
1597,55_ADP MAS eTime.pdf resized.jpg,765,990,page_no,628,910,665,940
1598,55_ADP MAS eTime.pdf resized.jpg,765,990,table,561,266,700,533
1599,55_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,table,558,267,692,690
1600,55_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,page_no,634,933,660,960
1601,56 resized.jpg,765,990,Description,51,463,550,637
1602,560 resized.jpg,765,990,page_no,636,907,668,942
1603,560 resized.jpg,765,990,tabel,553,184,698,700
1604,561 resized.jpg,765,990,page_no,632,930,668,960
1605,561 resized.jpg,765,990,tabel,553,187,697,719
1606,562 resized.jpg,765,990,page_no,635,915,669,948
1607,562 resized.jpg,765,990,tabel,551,207,700,739
1608,563 resized.jpg,765,990,tabel,551,206,698,759
1609,563 resized.jpg,765,990,page_no,632,930,668,965
1610,564 resized.jpg,765,990,tabel,551,204,700,739
1611,564 resized.jpg,765,990,page_no,636,933,659,960
1612,565 resized.jpg,765,990,page_no,629,928,671,960
1613,565 resized.jpg,765,990,tabel,550,204,700,744
1614,566 resized.jpg,765,990,tabel,569,212,713,554
1615,566 resized.jpg,765,990,page_no,634,911,664,944
1616,567 resized.jpg,765,990,page_no,632,909,666,937
1617,567 resized.jpg,765,990,tabel,580,186,715,739
1618,568 resized.jpg,765,990,tabel,551,187,698,834
1619,568 resized.jpg,765,990,page_no,629,912,676,939
1620,569 resized.jpg,765,990,tabel,550,183,700,836
1621,569 resized.jpg,765,990,page_no,630,925,666,981
1622,56_ADP GETS US.pdf resized.jpg,765,990,table,555,206,697,692
